Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m)
299.6793147,65.05590667,25.469965,14.5169763,1.174596071,253.1799927,1.600000024,7.400000095
300.6793147,65.05589833,25.46993,14.81697569,1.196729183,247.4900055,1.600000024,7.5
301.6793147,65.05589167,25.46987333,16.51697213,1.184375882,238.6600037,1.5,7.5
302.6793147,65.055885,25.469845,16.71697161,1.131359458,220.7400055,1.5,7.199999809
303.6793147,65.05587833,25.46982333,17.01697181,1.090696335,232.3600006,1.600000024,7.300000191
304.6793147,65.05587667,25.4698,17.21696993,1.078343034,245.3800049,1.5,7.099999905
305.6793147,65.05587,25.46977,17.31696923,1.11746192,233.4799957,1.600000024,7.199999809
306.6793147,65.055865,25.469735,17.51696737,1.216288567,237.7400055,1.600000024,7.400000095
307.6793147,65.05586167,25.46968667,17.41696343,1.324895024,253.5200043,1.700000048,7.199999809
308.6793147,65.05585833,25.46965167,17.61696093,1.337248325,248.8099976,1.700000048,7.199999809
309.6793147,65.05585333,25.46963167,17.71696068,1.275996447,228.3399963,1.700000048,7.199999809
310.6793147,65.05585167,25.46961333,17.81695934,1.186949492,235.7299957,1.700000048,7.099999905
311.6793147,65.05584833,25.46958667,17.91695774,1.147830606,255.6300049,1.600000024,7.300000191
312.6793147,65.055845,25.46955667,18.01695578,1.137536168,265.769989,1.600000024,7.300000191
313.6793147,65.05584,25.46952,18.21695373,1.216288567,265.6099854,1.600000024,7.400000095
314.6793147,65.055835,25.46948,18.51695133,1.304820776,255.3600006,1.600000024,7.300000191
315.6793147,65.05582833,25.46945333,18.316951,1.322321415,250.1199951,1.700000048,7.400000095
316.6793147,65.05582333,25.46942667,18.11695003,1.241510034,275.6199951,1.700000048,7.0
317.6793147,65.05582,25.4694,18.11694843,1.079887271,303.4500122,1.700000048,7.0
318.6793147,65.05581833,25.469375,18.31694637,1.012973309,292.3099976,1.600000024,7.400000095
319.6793147,65.05581667,25.46934,18.21694324,1.016061664,283.6400146,1.600000024,7.099999905
320.6793147,65.05581333,25.4693,17.8169402,1.062386632,275.5599976,1.700000048,7.300000191
321.6793147,65.05580833,25.469265,17.41693834,1.0999614,275.3099976,1.700000048,7.199999809
322.6793147,65.05580333,25.46922833,17.2169363,1.089152217,242.4199982,1.700000048,7.099999905
323.6793147,65.0558,25.46919167,17.21693362,1.058268905,264.3099976,1.600000024,7.300000191
324.6793147,65.055795,25.46915667,16.91693176,1.008340836,274.019989,1.700000048,7.400000095
325.6793147,65.05579167,25.46911833,16.91692891,1.016061664,276.4500122,1.700000048,7.199999809
326.6793147,65.05579167,25.46907833,16.7169246,1.102020264,276.7000122,1.700000048,7.300000191
327.6793147,65.05579,25.46903667,16.51692076,1.235848069,277.7600098,1.700000048,7.400000095
328.6793147,65.05579,25.46900333,16.51691717,1.30173254,280.769989,1.700000048,7.599999905
329.6793147,65.05579,25.46897167,16.71691377,1.329012752,269.1499939,1.700000048,7.400000095
330.6793147,65.05578833,25.46893833,16.81691082,1.339307189,274.1400146,1.700000048,7.599999905
331.6793147,65.05578833,25.46890667,17.01690741,1.333130598,272.1199951,1.700000048,7.199999809
332.6793147,65.05578833,25.46887167,17.11690365,1.374308348,271.6199951,1.700000048,7.199999809
333.6793147,65.05578667,25.468835,17.11690034,1.419603944,258.0299988,1.600000024,7.099999905
334.6793147,65.05578333,25.46880333,17.3168982,1.410853624,252.7299957,1.600000024,7.199999809
335.6793147,65.05577833,25.468775,17.41689706,1.425265789,260.3200073,1.700000048,7.199999809
336.6793147,65.05578,25.46873833,17.51689248,1.389750004,266.0700073,1.700000048,7.199999809
337.6793147,65.05578167,25.46870667,17.51688844,1.338277817,267.0100098,1.600000024,7.199999809
338.6793147,65.05578167,25.46867333,17.61688486,1.362984419,267.0100098,1.600000024,7.300000191
339.6793147,65.05578167,25.46864,17.71688128,1.392323613,267.8099976,1.600000024,7.099999905
340.6793147,65.05578167,25.46860333,17.81687733,1.395926714,275.6000061,1.600000024,7.400000095
341.6793147,65.05578333,25.46857167,18.01687329,1.425265789,276.2399902,1.600000024,7.300000191
342.6793147,65.05578667,25.46853333,18.2168679,1.4437958,294.7600098,1.600000024,7.5
343.6793147,65.05579,25.468505,18.21686359,1.397470832,289.9599915,1.700000048,7.400000095
344.6793147,65.05579333,25.46847667,18.31685927,1.445854664,281.8200073,1.700000048,7.599999905
345.6793147,65.05579333,25.46843667,18.71685497,1.429383636,285.4100037,1.700000048,7.5
346.6793147,65.055795,25.46840667,18.91685111,1.408794761,299.2799988,1.700000048,7.800000191
347.6793147,65.05579667,25.46836833,19.01684635,1.444310546,283.9700012,1.799999952,7.599999905
348.6803147,65.055795,25.46831667,19.11684143,1.489606142,282.2600098,1.799999952,7.699999809
349.6803147,65.05578667,25.46827,19.01683959,1.5210042,263.7399902,1.799999952,7.599999905
350.6803147,65.05578,25.468225,19.01683729,1.6069628,263.3900146,1.799999952,7.5
351.6803147,65.055775,25.468185,19.41683489,1.638875604,271.8800049,1.799999952,7.599999905
352.6803147,65.05577333,25.46815333,19.81683212,1.636816621,270.2399902,1.799999952,7.199999809
353.6803147,65.05577,25.46811667,20.21682945,1.67181778,262.980011,1.700000048,7.300000191
354.6803147,65.055765,25.468085,20.21682795,1.706304193,264.4400024,1.700000048,7.300000191
355.6803147,65.05576333,25.46804333,20.11682411,1.742334723,257.7000122,1.700000048,7.0
356.6803147,65.05576167,25.468005,20.51682062,1.790203929,267.5499878,1.799999952,7.300000191
357.6803147,65.05576,25.46796667,20.71681714,1.824175596,274.4100037,1.799999952,7.199999809
358.6803147,65.05576167,25.46792833,20.71681238,1.80255723,274.8099976,1.799999952,7.199999809
359.6803147,65.05576333,25.46789333,20.81680798,1.815940022,280.3200073,1.799999952,7.300000191
360.6803147,65.05576167,25.46785833,20.61680485,1.788144946,274.9200134,1.799999952,7.199999809
361.6803147,65.05576167,25.46782333,20.71680109,1.735128641,264.2900085,1.799999952,7.0
362.6803147,65.05576,25.46779833,21.01679904,1.694980264,266.5499878,1.799999952,7.300000191
363.6803147,65.05576,25.46777833,20.91679689,1.602844954,268.6300049,1.799999952,7.199999809
364.6803147,65.05576,25.467755,20.71679438,1.44997251,294.6499939,1.799999952,7.400000095
365.6803147,65.05575833,25.46772833,20.51679215,1.343939781,270.7600098,1.799999952,7.300000191
366.6803147,65.05576,25.4677,20.31678847,1.261584163,269.9400024,1.700000048,7.199999809
367.6803147,65.05576,25.46766833,20.21678506,1.167389989,269.3599854,1.600000024,7.099999905
368.6803147,65.05576,25.467635,19.91678148,1.105108619,267.8900146,1.600000024,7.0
369.6803147,65.05575833,25.4676,19.71677835,1.03150332,269.2600098,1.600000024,6.900000095
370.6803147,65.05576,25.46755833,19.51677324,0.9856930375,276.8200073,1.700000048,7.099999905
371.6803147,65.05576,25.467515,19.31676858,0.9527508616,268.7900085,1.700000048,6.900000095
372.6803147,65.05576333,25.46748,19.51676354,0.959956944,273.4299927,1.700000048,7.099999905
373.6803147,65.05576667,25.46743833,19.21675779,1.001134753,286.6099854,1.700000048,6.900000095
374.6803147,65.05576667,25.46739333,19.11675295,1.127756357,279.6799927,1.700000048,6.900000095
375.6803147,65.05576833,25.46733667,18.81674622,1.280114174,281.7600098,1.700000048,7.099999905
376.6803147,65.05577,25.46728667,18.61674021,1.364528656,284.0599976,1.799999952,7.300000191
377.6803147,65.05576833,25.46724,18.31673583,1.434530854,282.2399902,1.799999952,7.199999809
378.6803147,65.05576667,25.46719833,18.01673199,1.514312744,274.6000061,1.799999952,7.400000095
379.6803147,65.055765,25.46716667,18.01672922,1.55960834,267.8900146,1.799999952,7.400000095
380.6803147,65.05576333,25.46713167,18.21672609,1.620860219,263.1600037,1.700000048,7.300000191
381.6803147,65.05576167,25.46709833,18.41672315,1.656890869,265.2399902,1.700000048,7.300000191
382.6803147,65.05575667,25.46706333,18.61672129,1.630125284,244.5599976,1.799999952,7.199999809
383.6803147,65.05575667,25.467035,18.71671825,1.616742492,270.2600098,1.700000048,7.099999905
384.6803147,65.055755,25.46700333,18.41671548,1.540048838,250.5399933,1.700000048,7.199999809
385.6803147,65.055755,25.46697,18.2167119,1.453060865,277.6300049,1.700000048,7.099999905
386.6803147,65.05575667,25.46693167,18.21670714,1.406221151,271.9899902,1.700000048,7.300000191
387.6803147,65.05575667,25.46688667,18.0167023,1.385117531,267.7600098,1.700000048,7.099999905
388.6803147,65.055755,25.46683667,17.71669756,1.371219993,265.4899902,1.600000024,7.300000191
389.6803147,65.05575333,25.46679,17.31669318,1.361440301,263.9100037,1.600000024,7.300000191
390.6803147,65.05575,25.46675,17.01669016,1.318718314,265.9200134,1.600000024,7.300000191
391.6803147,65.05574667,25.46671667,16.91668785,1.36401391,267.3800049,1.700000048,7.199999809
392.6803147,65.05574333,25.46666833,16.51668393,1.478282213,267.4100037,1.700000048,7.300000191
393.6803147,65.05574167,25.46662167,16.51667955,1.567843914,274.0,1.700000048,7.300000191
394.6803147,65.05574,25.46658333,16.51667607,1.647625804,267.2200012,1.700000048,7.400000095
395.6803147,65.05573833,25.46654833,16.61667294,1.672847271,269.730011,1.700000048,7.300000191
396.6803147,65.05573833,25.46651333,16.81666918,1.717628002,272.3099976,1.700000048,7.300000191
397.6803147,65.05574,25.46647667,16.6166646,1.72534883,288.0899963,1.700000048,7.199999809
398.6803147,65.05574333,25.46644667,16.8166601,1.713510275,284.1099854,1.700000048,7.199999809
399.6803147,65.05574833,25.466415,16.91665478,1.638875604,280.8699951,1.600000024,7.099999905
400.6803147,65.05574833,25.46639167,17.11665228,1.588947535,262.4899902,1.600000024,6.900000095
401.6803147,65.055745,25.46635667,16.91664979,1.545196056,253.3399963,1.600000024,6.599999905
402.6803147,65.05574167,25.46632,17.21664712,1.4437958,250.6900024,1.600000024,6.699999809
403.6803147,65.05574,25.46628333,17.11664382,1.338277817,257.2399902,1.600000024,6.599999905
404.6803147,65.05573833,25.46625,17.11664087,1.333645225,255.0299988,1.600000024,6.800000191
405.6803147,65.05573667,25.466205,17.21663668,1.378940821,262.6300049,1.600000024,6.599999905
406.6803147,65.055735,25.46616,17.21663248,1.406735778,264.4100037,1.700000048,6.699999809
407.6803147,65.05573167,25.46611667,17.21662909,1.427839398,265.8099976,1.600000024,6.900000095
408.6803147,65.05573167,25.46606667,18.01662372,1.413941979,271.5700073,1.5,6.800000191
409.6803147,65.05573167,25.46603833,17.71662068,1.481885314,271.019989,1.600000024,6.900000095
410.6803147,65.05573167,25.466005,17.61661709,1.495268106,298.1099854,1.700000048,6.900000095
411.6803147,65.055735,25.46597167,18.01661223,1.465928912,270.2200012,1.600000024,6.599999905
412.6803147,65.055735,25.46594333,18.01660919,1.471590877,277.019989,1.600000024,6.599999905
413.6803147,65.05573667,25.46592,18.21660604,1.51482749,283.3299866,1.600000024,6.699999809
414.6803147,65.05573833,25.46588333,18.21660146,1.516886353,281.0100098,1.700000048,7.300000191
415.6803147,65.05574333,25.46583333,18.41659417,1.553946376,276.6000061,1.600000024,7.0
416.6803147,65.05574333,25.46578167,18.51658862,1.58328557,272.9899902,1.600000024,7.199999809
417.6803147,65.055745,25.465745,18.41658404,1.532842755,260.1099854,1.700000048,7.099999905
418.6803147,65.05574167,25.46572,18.21658263,1.519459963,261.7600098,1.600000024,7.199999809
419.6803147,65.05574,25.46568667,18.01657968,1.527695537,273.1300049,1.600000024,7.199999809
420.6803147,65.05574167,25.46565167,18.11657528,1.556519985,275.3500061,1.700000048,7.300000191
421.6803147,65.05574167,25.46561667,18.11657152,1.596153617,283.7999878,1.700000048,7.400000095
422.6803147,65.055745,25.465585,18.61656684,1.589976907,284.2200012,1.700000048,7.5
423.6803147,65.055745,25.46556,19.01656415,1.49115026,287.9400024,1.600000024,7.5
424.6803147,65.055745,25.46553333,18.91656128,1.397985578,296.0899963,1.600000024,7.400000095
425.6803147,65.05574667,25.46549833,19.01655688,1.251289725,293.5400085,1.600000024,7.099999905
426.6803147,65.05574833,25.46546667,19.01655284,1.127756357,290.3699951,1.5,7.099999905
427.6803147,65.05574667,25.46542167,18.81654864,1.180772781,276.1000061,1.600000024,7.099999905
428.6803147,65.055745,25.46537167,18.61654391,1.231215596,277.2000122,1.600000024,6.900000095
429.6803147,65.05574333,25.46532833,18.41653989,1.272908092,272.2900085,1.700000048,7.400000095
430.6803147,65.05574,25.46529,18.31653705,1.312541723,278.0400085,1.700000048,7.199999809
431.6803147,65.05573833,25.46525667,18.4165341,1.345483899,276.6099854,1.700000048,7.199999809
432.6803147,65.05574,25.465225,18.31653006,1.400559187,284.8999939,1.700000048,7.300000191
433.6803147,65.05574167,25.46519,18.51652566,1.509680271,289.480011,1.700000048,7.400000095
434.6803147,65.05573833,25.46515833,18.51652353,1.546740294,282.730011,1.700000048,7.099999905
435.6803147,65.055735,25.46512167,18.11652087,1.567843914,270.7600098,1.600000024,7.199999809
436.6803147,65.05573,25.46508,17.71651831,1.613654137,268.4899902,1.600000024,7.099999905
437.6803147,65.05573,25.46503833,17.71651383,1.571961641,274.6499939,1.600000024,6.900000095
438.6803147,65.05572833,25.46500167,17.41651053,1.527180791,267.0599976,1.600000024,7.0
439.6803147,65.05572667,25.46496333,17.41650705,1.449457765,269.2999878,1.600000024,7.0
440.6803147,65.05572833,25.46493,17.31650283,1.40519166,263.2999878,1.600000024,7.0
441.6803147,65.05572833,25.46489833,17.01649942,1.336218834,248.0200043,1.600000024,7.199999809
442.6803147,65.05573,25.46486833,17.01649556,1.252833843,231.2700043,1.600000024,7.0
443.6803147,65.055735,25.46485333,16.81649203,1.186949492,293.7999878,1.600000024,7.199999809
444.6803147,65.05574167,25.464825,16.81648642,1.153492451,297.0499878,1.600000024,7.199999809
445.6803147,65.05574667,25.464795,16.41648128,1.120550275,309.019989,1.600000024,7.0
446.6803147,65.05575167,25.46476167,16.01647577,1.100476146,295.3800049,1.600000024,7.300000191
447.6803147,65.05575167,25.46472667,15.21647201,1.073710561,289.2799988,1.600000024,7.199999809
448.6803147,65.05575,25.46469167,14.81646889,1.049518585,273.8800049,1.600000024,7.300000191
449.6803147,65.05575,25.464655,14.31646495,1.084519744,273.0499878,1.700000048,7.199999809
450.6803147,65.05575,25.46461167,13.71646029,1.108196974,276.5799866,1.700000048,7.400000095
451.6803147,65.05575333,25.46457,13.31645453,1.184375882,273.4299927,1.700000048,7.5
452.6803147,65.055755,25.46453167,13.21644977,1.268790245,283.7200012,1.700000048,7.699999809
453.6803147,65.05576167,25.46450167,13.11644398,1.331071615,293.3900146,1.799999952,7.400000095
454.6803147,65.05576667,25.46446833,12.61643848,1.433501363,288.6300049,1.799999952,7.5
455.6803147,65.05577167,25.46443,12.51643243,1.569388032,283.2799988,1.799999952,7.699999809
456.6803147,65.05577833,25.46439333,12.31642593,1.652258277,289.2600098,1.799999952,7.900000095
457.6803147,65.05579,25.46436167,12.21641804,1.73409915,301.980011,1.799999952,8.100000381
458.6803147,65.05579833,25.464325,12.41641089,1.773218036,310.0700073,1.799999952,7.699999809
459.6803147,65.05580667,25.46429333,12.81640429,1.782483101,303.8399963,1.799999952,7.699999809
460.6803147,65.055815,25.46426667,13.21639821,1.793806911,309.8399963,1.700000048,7.599999905
461.6803147,65.05582167,25.46423833,13.6163926,1.773218036,300.480011,1.700000048,7.599999905
462.6803147,65.05583,25.46420833,14.11638617,1.724319458,292.3699951,1.700000048,7.5
463.6803147,65.05583333,25.464175,14.4163813,1.720716357,279.6300049,1.600000024,7.400000095
464.6803147,65.055835,25.46414167,14.61637708,1.687774181,281.2099915,1.600000024,7.400000095
465.6803147,65.05583833,25.46411,14.51637239,1.592550516,291.3500061,1.600000024,7.400000095
466.6803147,65.05584667,25.464075,14.61636542,1.537989974,305.3800049,1.600000024,7.400000095
467.6803147,65.055855,25.464035,14.41635791,1.505562544,285.25,1.600000024,7.800000191
468.6803147,65.05586167,25.464,14.41635158,1.476738095,292.4400024,1.700000048,7.800000191
469.6803147,65.05587,25.46396667,14.51634479,1.501444697,294.8500061,1.700000048,8.100000381
470.6803147,65.05587667,25.46393,14.31633828,1.551887512,301.8200073,1.700000048,8.300000191
471.6803147,65.05589167,25.46389167,14.31632838,1.623948574,307.9100037,1.600000024,8.5
472.6803147,65.055905,25.46386333,14.4163202,1.712995529,312.519989,1.600000024,7.599999905
473.6803147,65.05591667,25.463835,14.21631266,1.752114415,314.519989,1.5,7.800000191
474.6803147,65.05592667,25.463815,14.01630666,1.768070817,308.0100098,1.600000024,7.599999905
475.6803147,65.055935,25.46379,13.91630076,1.805645585,305.6499939,1.600000024,7.599999905
476.6803147,65.05594333,25.46376333,13.81629469,1.810792804,306.0899963,1.600000024,7.599999905
477.6803147,65.05595,25.463735,13.61628907,1.804616094,294.25,1.600000024,7.599999905
478.6803147,65.05595667,25.46371,13.51628381,1.81748414,294.3399963,1.600000024,7.900000095
479.6803147,65.05596333,25.46367667,13.41627766,1.773732781,302.7900085,1.600000024,7.800000191
480.6803147,65.05597,25.46365,13.11627222,1.689318299,306.3699951,1.700000048,7.900000095
481.6803147,65.05597667,25.46361833,13.11626624,1.6069628,301.8399963,1.700000048,7.900000095
482.6803147,65.055985,25.46358833,13.3162598,1.509165525,296.8399963,1.700000048,7.699999809
483.6803147,65.055995,25.46355667,13.41625254,1.50607717,299.5299988,1.700000048,7.699999809
484.6803147,65.05600333,25.46352167,13.21624556,1.580197215,293.2600098,1.700000048,7.900000095
485.6803147,65.05600833,25.46348333,12.91623951,1.602330327,296.9299927,1.700000048,8.0
486.6803147,65.056015,25.46344167,12.81623245,1.680568099,300.3299866,1.700000048,8.0
487.6803147,65.056025,25.46340333,12.71622447,1.783512473,294.8900146,1.799999952,8.0
488.6803147,65.05603167,25.46336667,12.81621795,1.86741221,293.8200073,1.799999952,8.100000381
489.6803147,65.05604,25.46333167,13.01621097,1.907045841,292.269989,1.799999952,7.900000095
490.6803147,65.05604333,25.46330333,13.01620663,1.920428634,300.5700073,1.700000048,7.699999809
491.6803147,65.05605,25.46327167,13.01620065,1.91836977,302.519989,1.700000048,7.599999905
492.6803147,65.05605333,25.46324,12.91619596,1.968812466,283.0,1.600000024,7.400000095
493.6803147,65.056055,25.46320667,13.01619172,1.93329668,273.8999939,1.600000024,7.400000095
494.6803147,65.056055,25.46317667,13.21618849,1.850941062,269.519989,1.600000024,7.300000191
495.6803147,65.05605667,25.46314167,13.11618408,1.849396944,279.0799866,1.600000024,7.5
496.6803147,65.05605833,25.46311333,13.11618038,1.771159172,274.1499939,1.700000048,7.199999809
497.6803147,65.05605833,25.46308167,13.21617697,1.648655295,275.3999939,1.600000024,7.400000095
498.6803147,65.05605667,25.46304167,13.6161733,1.55960834,259.3800049,1.600000024,7.199999809
499.6803147,65.05605167,25.46300833,13.51617164,1.553946376,263.1300049,1.600000024,7.099999905
500.6803147,65.05605,25.46297,13.31616815,1.605933309,262.7399902,1.600000024,7.199999809
501.6803147,65.05604833,25.462925,13.41616394,1.651228905,265.6199951,1.600000024,7.0
502.6803147,65.056045,25.46288833,13.31616128,1.604903936,248.6699982,1.700000048,7.199999809
503.6803147,65.05604333,25.46287167,13.41616012,1.53850472,233.3099976,1.700000048,7.099999905
504.6803147,65.05603833,25.46284333,12.916159,1.509165525,259.2999878,1.600000024,7.199999809
505.6803147,65.05603667,25.46280333,12.21615533,1.480855823,262.5599976,1.600000024,7.099999905
506.6803147,65.05603333,25.46276,12.31615195,1.490120888,263.4599915,1.5,7.0
507.6803147,65.05602833,25.46271333,12.91614885,1.53850472,260.6300049,1.600000024,6.800000191
508.6803147,65.05602333,25.46266667,13.01614575,1.596153617,255.8699951,1.600000024,7.099999905
509.6803147,65.05601667,25.46263167,12.71614455,1.570417523,247.5899963,1.600000024,7.0
510.6803147,65.05601167,25.46259833,12.71614289,1.516371608,248.3099976,1.600000024,7.099999905
511.6803147,65.05600833,25.46256833,12.61614094,1.474164486,245.7799988,1.600000024,6.699999809
512.6803147,65.056005,25.46253833,12.716139,1.495782733,257.4299927,1.600000024,6.900000095
513.6803147,65.056005,25.46250667,12.71613559,1.55960834,257.2799988,1.600000024,6.800000191
514.6803147,65.05600333,25.46247,12.81613228,1.618801355,255.0,1.600000024,6.900000095
515.6803147,65.05600167,25.462435,12.81612916,1.658949733,252.8399963,1.700000048,7.0
516.6803147,65.05599833,25.46240333,12.81612703,1.654831886,255.4900055,1.600000024,7.0
517.6803147,65.055995,25.462365,13.01612419,1.615198374,258.0100098,1.700000048,7.099999905
518.6803147,65.05599167,25.46233167,13.21612189,1.54468143,258.9599915,1.600000024,6.900000095
519.6803147,65.05598833,25.4623,13.31611976,1.530783892,264.769989,1.600000024,6.800000191
520.6803147,65.05598167,25.46226667,13.31611875,1.50865078,249.8200073,1.600000024,7.0
521.6803147,65.05597667,25.46223667,13.21611745,1.471590877,247.6100006,1.600000024,6.800000191
522.6803147,65.05596833,25.46220333,13.41611708,1.4350456,236.1799927,1.700000048,6.800000191
523.6803147,65.05596167,25.462175,13.5161166,1.384602785,252.4499969,1.700000048,6.800000191
524.6803147,65.05595833,25.46214833,13.41611502,1.310997486,281.480011,1.600000024,6.599999905
525.6803147,65.055955,25.46212167,13.11611343,1.204450011,252.4100037,1.600000024,6.800000191
526.6803147,65.05595333,25.46209333,12.61611102,1.178199172,260.6799927,1.5,6.699999809
527.6803147,65.05595167,25.46206,12.31610808,1.209082484,264.9500122,1.5,6.800000191
528.6803147,65.05595,25.46202167,12.1161046,1.251289725,259.1600037,1.600000024,6.900000095
529.6803147,65.05594667,25.46198333,11.91610176,1.26570189,255.4499969,1.600000024,7.099999905
530.6803147,65.055945,25.46194667,11.91609845,1.250260234,257.75,1.600000024,6.900000095
531.6803147,65.055945,25.46191,12.0160945,1.294526339,267.9899902,1.600000024,7.0
532.6803147,65.05594333,25.46186667,12.31609048,1.383573294,267.6300049,1.600000024,7.0
533.6803147,65.05594333,25.46182167,12.71608564,1.486517787,265.6400146,1.600000024,7.0
534.6803147,65.055945,25.46177167,12.91607961,1.584829688,268.5899963,1.700000048,7.099999905
535.6803147,65.05594833,25.46172167,13.01607294,1.725863576,274.3299866,1.700000048,7.199999809
536.6803147,65.05594667,25.46167833,13.01606892,1.795865774,270.7200012,1.700000048,7.400000095
537.6803147,65.05594833,25.46163667,13.11606379,1.833440542,257.1199951,1.700000048,7.300000191
538.6803147,65.05595,25.461605,13.41605973,1.845279217,259.3099976,1.600000024,7.0
539.6803147,65.05594833,25.46157,13.31605661,1.877191901,264.8399963,1.600000024,7.199999809
540.6803147,65.05595,25.46153167,12.91605184,1.92711997,274.1499939,1.700000048,7.400000095
541.6803147,65.05595333,25.46149833,12.71604696,1.924031615,283.4400024,1.600000024,7.400000095
542.6803147,65.05595667,25.46146833,12.41604244,1.84991169,292.4299927,1.700000048,7.300000191
543.6803147,65.05595667,25.46143833,12.21603921,1.829322815,282.0700073,1.700000048,7.5
544.6803147,65.055955,25.461405,12.01603627,1.813366413,268.6199951,1.700000048,7.5
545.6803147,65.05595333,25.46137,12.01603314,1.759320498,269.980011,1.700000048,7.5
546.6803147,65.05594833,25.46132833,11.91603059,1.752629161,267.75,1.700000048,7.400000095
547.6803147,65.05594167,25.461285,11.7160285,1.715054393,256.1799927,1.700000048,7.300000191
548.6803147,65.055935,25.461245,11.71602678,1.700642228,259.2600098,1.700000048,7.199999809
549.6803147,65.05593,25.46121,11.51602494,1.672332525,259.9500122,1.700000048,7.400000095
550.6803147,65.055925,25.46118167,11.21602383,1.656376123,254.0800018,1.700000048,7.099999905
551.6803147,65.05592167,25.461155,11.31602225,1.644022822,259.0299988,1.700000048,7.199999809
552.6803147,65.05591833,25.46112667,11.31602049,1.694465518,263.4599915,1.700000048,7.199999809
553.6803147,65.05591667,25.46109833,11.51601809,1.658434987,257.3399963,1.700000048,7.300000191
554.6803147,65.05591333,25.46105833,12.01601507,1.618801355,246.6799927,1.600000024,7.099999905
555.6803147,65.05590667,25.46102167,12.41601371,1.606448054,247.7299957,1.600000024,7.400000095
556.6803147,65.05590167,25.46098833,12.81601205,1.577623606,249.2799988,1.600000024,7.300000191
557.6803147,65.05589833,25.460955,13.01600976,1.588947535,254.8399963,1.600000024,7.699999809
558.6803147,65.0559,25.46092333,13.1160057,1.598727226,262.0499878,1.700000048,7.599999905
559.6803147,65.05590167,25.46089,13.01600147,1.642478585,272.0400085,1.700000048,7.699999809
560.6803147,65.05590667,25.46085167,13.21599541,1.658949733,277.5499878,1.700000048,7.699999809
561.6803147,65.05591,25.460815,13.41599017,1.692406654,279.8900146,1.700000048,7.900000095
562.6803147,65.055915,25.46077833,13.61598429,1.652773023,278.4200134,1.700000048,7.300000191
563.6803147,65.055915,25.46074,13.61598016,1.665641069,273.8699951,1.700000048,7.300000191
564.6803147,65.05591833,25.46070333,13.61597492,1.674906135,277.1099854,1.600000024,7.300000191
565.6803147,65.05592,25.460665,13.21597015,1.679538608,277.9700012,1.600000024,7.199999809
566.6803147,65.05592167,25.46062333,13.11596502,1.705789447,283.6300049,1.600000024,7.400000095
567.6803147,65.05592167,25.46057667,12.71596,1.731010795,285.6700134,1.5,7.099999905
568.6803147,65.05592667,25.46053833,12.21595393,1.746967196,295.5499878,1.600000024,6.900000095
569.6803147,65.05593,25.46050333,11.81594887,1.758291125,283.230011,1.600000024,7.199999809
570.6803147,65.05593167,25.46046667,11.61594428,1.784541965,276.1199951,1.600000024,7.199999809
571.6803147,65.05593167,25.46043,11.71594033,1.806160331,276.3099976,1.700000048,7.599999905
572.6803147,65.05593667,25.46039333,12.01593444,1.867926955,280.1799927,1.700000048,7.400000095
573.6803147,65.05594167,25.46036167,12.2159291,1.891604185,287.9400024,1.600000024,7.800000191
574.6803147,65.05595,25.460335,12.51592299,1.877706647,296.6799927,1.600000024,7.099999905
575.6803147,65.05595667,25.46030667,12.61591736,1.886971712,289.5799866,1.600000024,7.099999905
576.6803147,65.05596333,25.46027333,12.41591118,1.854544163,303.230011,1.600000024,7.400000095
577.6803147,65.05597333,25.46024167,12.01590389,1.844764471,306.0,1.600000024,7.400000095
578.6803147,65.055985,25.46020667,11.9158956,1.858147264,302.3099976,1.700000048,7.5
579.6803147,65.05599333,25.46017333,11.41588878,1.83241117,295.9200134,1.700000048,7.699999809
580.6803147,65.05599833,25.46013833,11.01588307,1.84116137,287.0400085,1.700000048,7.599999905
581.6803147,65.05599667,25.46010167,10.51587976,1.80255723,286.8500061,1.700000048,7.5
582.6803147,65.05599667,25.46007,10.11587635,1.745423079,278.6799927,1.600000024,7.5
583.6803147,65.05599667,25.46004667,9.81587384,1.701156974,271.7799988,1.600000024,7.599999905
584.6803147,65.056,25.46002,9.615869674,1.697039127,287.5400085,1.600000024,7.599999905
585.6803147,65.05600167,25.45998833,9.515865617,1.687774181,286.6799927,1.600000024,7.400000095
586.6803147,65.05600667,25.45995,9.515859547,1.72534883,284.8399963,1.600000024,7.400000095
587.6803147,65.05601,25.45991,9.915853944,1.70167172,281.9400024,1.600000024,7.400000095
588.6803147,65.056015,25.45986667,10.21584734,1.664096951,280.5700073,1.600000024,7.300000191
589.6803147,65.05601833,25.45983333,10.41584245,1.605418563,284.9400024,1.600000024,7.099999905
590.6803147,65.05602333,25.45980167,10.8158371,1.533357501,290.5400085,1.600000024,7.199999809
591.6803147,65.056025,25.45976833,11.01583286,1.508136153,279.8800049,1.600000024,7.199999809
592.6803147,65.05603,25.45973833,11.21582769,1.512253881,286.9700012,1.600000024,7.400000095
593.6803147,65.05603333,25.45970333,11.11582262,1.556519985,280.5799866,1.600000024,7.099999905
594.6803147,65.05603833,25.45966667,11.01581673,1.608506918,282.2000122,1.600000024,7.0
595.6803147,65.05604333,25.45962833,10.71581066,1.679023862,287.0,1.700000048,7.400000095
